table_size;sample_size;rf_accuracy;train_test_overfit;cv_overfit;best_rf;rf_cmatrix;discarded;rf_perm_importance;travel_mode;distance_threshold;trip_purpose;age_cohort;activity_cohort;schema
5580;436009.0;0.609;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 245  164]
 [ 709 1114]]";False;{'Feature': {9: 'den_perc_school_superior', 14: 'des_building_age', 16: 'div_walkable', 17: 'div_wt_school', 2: 'acc_school_basic', 0: 'acc_general', 7: 'den_perc_housing_sfr', 3: 'acc_school_superior', 10: 'den_perc_unbuilt', 11: 'den_pop_total', 15: 'des_straightness', 13: 'des_betweenness', 12: 'den_urban_form', 6: 'den_less_walkable', 4: 'acc_transportation', 1: 'acc_green_areas', 8: 'den_perc_school_basic', 5: 'den_land_use_walkable'}, 'Importance_Mean': {9: 0.0030615292712066976, 14: 0.0024193548387096827, 16: -0.0007467144563918726, 17: -0.0009557945041815989, 2: -0.0010603345280764602, 0: -0.0017622461170848276, 7: -0.002628434886499398, 3: -0.0033602150537634418, 10: -0.003494623655913983, 11: -0.005495818399044198, 15: -0.006571087216248502, 13: -0.006899641577060922, 12: -0.007272998805256866, 6: -0.007452210274790912, 4: -0.00807945041816008, 1: -0.009289127837514918, 8: -0.010722819593787321, 5: -0.01556152927120669}, 'Importance_Std': {9: 0.002698316515126493, 14: 0.003816755544882876, 16: 0.003818040903530418, 17: 0.003600495745407931, 2: 0.0026668894004135907, 0: 0.0030341242175678505, 7: 0.0020717255834957955, 3: 0.0027997311469476678, 10: 0.002054428469416678, 11: 0.0021608837810855284, 15: 0.002999525110304982, 13: 0.0018092076130116791, 12: 0.0022362072149317873, 6: 0.0021810709940572265, 4: 0.0022917687324010855, 1: 0.0028964821797850975, 8: 0.00448168038858019, 5: 0.0033685347687783503}};walking;900;Study;purpose_combined_features_be;;
3917;305460.0;0.608;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 99  85]
 [530 853]]";False;{'Feature': {0: 'acc_transportation'}, 'Importance_Mean': {0: 0.03224845777494155}, 'Importance_Std': {0: 0.008225004704425155}};walking;600;Study;only_accessibility;;
6567;510834.0;0.608;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 371  269]
 [ 762 1225]]";False;{'Feature': {0: 'den_perc_housing_sfr', 1: 'den_pop_total'}, 'Importance_Mean': {0: 0.05421900774013449, 1: 0.05199847735059001}, 'Importance_Std': {0: 0.009190550123647043, 1: 0.006902910570262294}};walking;1200;Study;only_density;;
13481;1001820.0;0.607;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[ 333  159]
 [1959 2942]]";False;{'Feature': {0: 'des_building_age', 1: 'acc_general'}, 'Importance_Mean': {0: 0.0995055318622906, 1: 0.08866431794301248}, 'Importance_Std': {0: 0.00333610863308693, 1: 0.0034802366741709394}};walking;600;all;combined_features_be;;
5914;420745.0;0.607;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 130   95]
 [ 835 1306]]";False;{'Feature': {0: 'den_urban_form', 1: 'div_unpaired'}, 'Importance_Mean': {0: 0.16370808678500992, 1: 0.15145111298957456}, 'Importance_Std': {0: 0.008302643616882259, 1: 0.006191881031076369}};walking;1500;Sport / Stroll;purpose_combined_features_be;;
6567;510834.0;0.607;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 389  251]
 [ 782 1205]]";False;{'Feature': {40: 'div_wt_school', 12: 'acc_sport_other', 15: 'den_perc_care_other', 30: 'den_perc_sport_other', 38: 'div_wt_care', 37: 'div_ut_care', 7: 'acc_parks_S', 8: 'acc_school_basic', 26: 'den_perc_school_superior', 11: 'acc_shopping_market', 4: 'acc_leisure_shows', 13: 'acc_transportation', 2: 'acc_leisure_bar', 1: 'acc_care_public', 36: 'des_straightness', 33: 'den_pop_total', 6: 'acc_parks_M', 5: 'acc_parks_L', 17: 'den_perc_housing_ch', 29: 'den_perc_shopping_market', 16: 'den_perc_care_public', 21: 'den_perc_leisure_cultural', 14: 'den_far_ag', 18: 'den_perc_housing_sfr', 27: 'den_perc_shopping_alone', 19: 'den_perc_industrial', 41: 'div_wt_sport', 22: 'den_perc_leisure_shows', 0: 'acc_care_other', 24: 'den_perc_parking', 31: 'den_perc_storage', 25: 'den_perc_school_basic', 9: 'acc_school_superior', 3: 'acc_leisure_cultural', 28: 'den_perc_shopping_mall', 39: 'div_wt_leisure', 10: 'acc_shopping_mall', 35: 'des_mean_degree', 23: 'den_perc_office', 32: 'den_perc_unbuilt', 34: 'des_betweenness', 20: 'den_perc_leisure_bar'}, 'Importance_Mean': {40: 0.006090597639893399, 12: 0.00459332572008625, 15: 0.0023093516051262493, 30: 0.00199213297804847, 38: 0.0019921329780484627, 37: 0.0018144905468849024, 7: 0.0017383580763862408, 8: 0.0014845831747240116, 26: 0.0014084507042253392, 11: 0.0013957619591422276, 4: 0.0011039208222306863, 13: 0.0009009009009008954, 2: 0.0008374571754853307, 1: 0.0007993909402360074, 36: 0.0006851922344880079, 33: 0.0006090597639893391, 6: 0.0005709935287400159, 5: 0.0003933510975764554, 17: 0.00030452988199466773, 29: 0.00025377490166222184, 16: 0.0001776424311635531, 21: 0.00011419870574800318, 14: 7.613247049866508e-05, 18: 1.2688745083104062e-05, 27: 0.0, 19: -0.00032990737216089807, 41: -0.000355284862327121, 22: -0.0004441060779089012, 0: -0.001002410861565802, 24: -0.001230808273061801, 31: -0.0013957619591422573, 25: -0.0017891130567187126, 9: -0.002080954193630269, 3: -0.0020936429387133915, 28: -0.0021443979190458335, 39: -0.002981855094531172, 10: -0.004276107093008519, 35: -0.004288795838091626, 23: -0.004377617053673399, 32: -0.005227762974241871, 34: -0.0073594721482045525, 20: -0.008184240578606786}, 'Importance_Std': {40: 0.0030102025331219346, 12: 0.0015287700019620957, 15: 0.001547610819793335, 30: 0.0017435370021703204, 38: 0.0015990336214678279, 37: 0.0019252217743220064, 7: 0.0017156103074027508, 8: 0.003824788532894642, 26: 0.002693752145922337, 11: 0.002408188769441911, 4: 0.0013666785741161976, 13: 0.001683782607603374, 2: 0.0021787724432819435, 1: 0.0018657633632981937, 36: 0.001533396913084212, 33: 0.001751598419158734, 6: 0.0008440638685224124, 5: 0.0005771635790150653, 17: 0.0018864882669758542, 29: 0.0024597844991075036, 16: 0.00211883046909142, 21: 0.00028059058986799006, 14: 0.0013878958420378566, 18: 0.001912131154959569, 27: 0.0011794391613878866, 19: 0.0011408586114954624, 41: 0.0010941789690298393, 22: 0.000805010629390287, 0: 0.0025976002748735703, 24: 0.002120995002139756, 31: 0.0016397472380814875, 25: 0.0027346821554110183, 9: 0.0023726256888481506, 3: 0.0006574925216613019, 28: 0.0012216171289678255, 39: 0.001659511291545916, 10: 0.0012953089623108764, 35: 0.0019308584759931044, 23: 0.00204934035918641, 32: 0.0020778570730068317, 34: 0.002101893591254788, 20: 0.0034424871753682062}};walking;1200;Study;all_features_be;;
938;68582.0;0.606;True;True;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 14  24]
 [124 214]]";False;{'Feature': {26: 'dem_cohort_more_65', 19: 'dem_att_license', 14: 'dem_activity_retired', 29: 'dem_hou_size', 30: 'dem_hou_structure_children', 15: 'dem_activity_student', 4: 'acc_leisure_shows', 5: 'acc_parks_L', 3: 'acc_leisure_cultural', 21: 'dem_cohort_ages_13-18', 18: 'dem_att_card', 22: 'dem_cohort_ages_19-40', 24: 'dem_cohort_ages_6-12', 17: 'dem_activity_worker', 16: 'dem_activity_unemployed', 32: 'dem_hou_structure_students_age13_18', 31: 'dem_hou_structure_other', 34: 'dem_hou_structure_worker', 25: 'dem_cohort_less_5', 33: 'dem_hou_structure_students_age6_12', 28: 'dem_gender', 45: 'den_perc_leisure_shows', 44: 'den_perc_leisure_cultural', 20: 'dem_att_vehicle', 39: 'den_perc_care_public', 10: 'acc_shopping_mall', 23: 'dem_cohort_ages_41-65', 36: 'dem_income', 2: 'acc_leisure_bar', 57: 'des_betweenness', 7: 'acc_parks_S', 51: 'den_perc_shopping_mall', 63: 'div_wt_shopping', 6: 'acc_parks_M', 58: 'des_building_age', 43: 'den_perc_leisure_bar', 55: 'den_perc_unbuilt', 8: 'acc_school_basic', 46: 'den_perc_office', 49: 'den_perc_school_superior', 59: 'des_straightness', 1: 'acc_care_public', 40: 'den_perc_housing_ch', 41: 'den_perc_housing_sfr', 13: 'acc_transportation', 64: 'div_wt_sport', 48: 'den_perc_school_basic', 56: 'den_pop_total', 12: 'acc_sport_other', 11: 'acc_shopping_market', 27: 'dem_education', 54: 'den_perc_storage', 52: 'den_perc_shopping_market', 47: 'den_perc_parking', 62: 'div_wt_school', 0: 'acc_care_other', 53: 'den_perc_sport_other', 37: 'den_far_ag', 42: 'den_perc_industrial', 35: 'dem_household_size', 60: 'div_ut_care', 61: 'div_wt_care', 50: 'den_perc_shopping_alone', 9: 'acc_school_superior', 38: 'den_perc_care_other'}, 'Importance_Mean': {26: 0.004166666666666711, 19: 0.0026595744680851462, 14: 0.0009751773049645806, 29: 8.865248226952449e-05, 30: 0.0, 15: 0.0, 4: 0.0, 5: 0.0, 3: 0.0, 21: 0.0, 18: 0.0, 22: 0.0, 24: 0.0, 17: 0.0, 16: 0.0, 32: 0.0, 31: 0.0, 34: 0.0, 25: 0.0, 33: 0.0, 28: -0.0010638297872340274, 45: -0.0016843971631205434, 44: -0.0017730496453900457, 20: -0.002393617021276562, 39: -0.003457446808510604, 10: -0.0038120567375886094, 23: -0.004521276595744647, 36: -0.004875886524822659, 2: -0.004875886524822663, 57: -0.005230496453900672, 7: -0.006028368794326204, 51: -0.007712765957446773, 63: -0.007801418439716268, 6: -0.008244680851063805, 58: -0.008333333333333293, 43: -0.008599290780141806, 55: -0.009308510638297832, 8: -0.009485815602836834, 46: -0.009485815602836841, 49: -0.010017730496453854, 59: -0.01001773049645387, 1: -0.01001773049645387, 40: -0.010992907801418398, 41: -0.01125886524822691, 13: -0.011524822695035427, 64: -0.011968085106382935, 48: -0.012322695035460947, 56: -0.012677304964538968, 12: -0.012854609929077969, 11: -0.013475177304964493, 27: -0.014273049645390027, 54: -0.01445035460992904, 52: -0.015425531914893582, 47: -0.01631205673758861, 62: -0.016400709219858128, 0: -0.018439716312056695, 53: -0.01906028368794322, 37: -0.02047872340425528, 42: -0.02056737588652478, 35: -0.020833333333333284, 60: -0.021276595744680805, 61: -0.02429078014184393, 50: -0.02712765957446803, 9: -0.028546099290780103, 38: -0.039893617021276556}, 'Importance_Std': {26: 0.006503129409607553, 19: 0.002277523506855526, 14: 0.0031078986069074705, 29: 0.0016080103853915956, 30: 0.0, 15: 0.0, 4: 0.0, 5: 0.0, 3: 0.0, 21: 0.0, 18: 0.0, 22: 0.0, 24: 0.0, 17: 0.0, 16: 0.0, 32: 0.0, 31: 0.0, 34: 0.0, 25: 0.0, 33: 0.0, 28: 0.0013029200759484805, 45: 0.0018785124202497156, 44: 0.001253735427635705, 20: 0.0017304274198530903, 39: 0.0037705975741377283, 10: 0.004840295636425068, 23: 0.004296674048245616, 36: 0.005003174134582426, 2: 0.003226999064397398, 57: 0.005340530312705333, 7: 0.0036937352226949797, 51: 0.0059608494588703105, 63: 0.004551594912409011, 6: 0.00430763496923983, 58: 0.0038683376293034383, 43: 0.005894556812013938, 55: 0.003989361702127665, 8: 0.0064302084417690005, 46: 0.004215423201407356, 49: 0.005854420915283354, 59: 0.007289476971869401, 1: 0.005170043727596925, 40: 0.007160574647627174, 41: 0.0042709891739169765, 13: 0.008586028377874642, 64: 0.004695234991796223, 48: 0.005641112861678382, 56: 0.004984288225840629, 12: 0.00846851647807747, 11: 0.009973305752074633, 27: 0.004314926781431896, 54: 0.007698486822824288, 52: 0.006419810989443861, 47: 0.004694397976905572, 62: 0.006259267059611302, 0: 0.007551609730158465, 53: 0.004401486378477452, 37: 0.008386449851973246, 42: 0.004948682885444277, 35: 0.005322841507900025, 60: 0.005704151752533839, 61: 0.0058160352719350055, 50: 0.00778124406294031, 9: 0.00739385087304717, 38: 0.009135938317722166}};walking;900;Leisure;all_features_all;;
3917;305460.0;0.605;True;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 99  85]
 [534 849]]";False;{'Feature': {0: 'dem_income', 1: 'dem_household_size'}, 'Importance_Mean': {0: 0.04826632631355026, 1: 0.02320782812167619}, 'Importance_Std': {0: 0.007413827499156103, 1: 0.007562482586628402}};walking;600;Study;combined_features_dem;;
2964;213306.0;0.605;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[215 150]
 [318 503]]";False;{'Feature': {1: 'acc_general', 0: 'des_building_age'}, 'Importance_Mean': {1: 0.05191118605958408, 0: 0.016722878021360358}, 'Importance_Std': {1: 0.015563567999800522, 0: 0.008840788127356199}};walking;900;Care;purpose_combined_features_be;;
5914;420745.0;0.604;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 132   93]
 [ 844 1297]]";False;{'Feature': {2: 'den_pop_total', 0: 'den_perc_housing_sfr', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {2: 0.0488165680473373, 0: 0.03231896308819389, 1: 0.014116652578191058}, 'Importance_Std': {2: 0.007685453924192139, 0: 0.004864177554642271, 1: 0.004604927687125553}};walking;1500;Sport / Stroll;only_density;;
938;68582.0;0.604;True;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 10  28]
 [121 217]]";False;{'Feature': {2: 'des_betweenness', 5: 'den_perc_housing_sfr', 1: 'div_walkable', 4: 'den_perc_unbuilt', 3: 'den_urban_form', 0: 'acc_general'}, 'Importance_Mean': {2: 0.007535460992907765, 5: 0.0052304964539006795, 1: -0.0013297872340425898, 4: -0.002127659574468114, 3: -0.02491134751773053, 0: -0.029609929078014217}, 'Importance_Std': {2: 0.014777334390530413, 5: 0.008022437381128506, 1: 0.013900358676286376, 4: 0.011722258635507509, 3: 0.012293321795862204, 0: 0.015609887188552456}};walking;900;Leisure;combined_features_be;;
7299;564921.0;0.602;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 550  320]
 [ 841 1209]]";False;{'Feature': {0: 'dem_income', 1: 'dem_household_size'}, 'Importance_Mean': {0: 0.06582191780821912, 1: 0.021381278538812738}, 'Importance_Std': {0: 0.00665853009445048, 1: 0.005678934046442038}};walking;1500;Study;combined_features_dem;;
7299;564921.0;0.602;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 515  355]
 [ 808 1242]]";False;{'Feature': {2: 'des_straightness', 0: 'des_betweenness', 1: 'des_mean_degree'}, 'Importance_Mean': {2: 0.07925799086757995, 0: 0.053139269406392735, 1: 0.04579908675799091}, 'Importance_Std': {2: 0.008346934856004188, 0: 0.006991158740570269, 1: 0.006621162019856669}};walking;1500;Study;only_design;;
7299;564921.0;0.602;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 550  320]
 [ 841 1209]]";False;{'Feature': {0: 'dem_income', 1: 'dem_household_size'}, 'Importance_Mean': {0: 0.06582191780821912, 1: 0.021381278538812738}, 'Importance_Std': {0: 0.00665853009445048, 1: 0.005678934046442038}};walking;1500;Study;all_features_dem;;
5580;436009.0;0.601;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 246  163]
 [ 727 1096]]";False;{'Feature': {0: 'dem_income', 1: 'dem_household_size'}, 'Importance_Mean': {0: 0.05834826762246116, 1: 0.04864097968936677}, 'Importance_Std': {0: 0.009019877924060823, 1: 0.00569153184611316}};walking;900;Study;combined_features_dem;;
1095;80451.0;0.598;True;True;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[ 35  28]
 [148 227]]";False;{'Feature': {0: 'des_building_age', 2: 'des_betweenness', 1: 'des_mean_degree'}, 'Importance_Mean': {0: 0.07678843226788433, 2: 0.06423135464231354, 1: 0.057382039573820404}, 'Importance_Std': {0: 0.016170695623417174, 2: 0.015129865945778443, 1: 0.01763303496233441}};walking;1200;Leisure;only_design;;
2022;145993.0;0.598;True;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[123  48]
 [277 361]]";False;{'Feature': {2: 'dem_att_vehicle', 0: 'dem_income', 1: 'dem_activity_unemployed'}, 'Importance_Mean': {2: 0.0735475896168109, 0: 0.0297898640296663, 1: 0.026328800988875196}, 'Importance_Std': {2: 0.011210356704089658, 0: 0.012807547866452088, 1: 0.009956248835523153}};walking;600;Care;all_features_dem;;
4381;317898.0;0.598;True;True;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 57  38]
 [666 992]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income'}, 'Importance_Mean': {1: 0.05556189389617803, 0: 0.047841795018064306}, 'Importance_Std': {1: 0.007092271787781926, 0: 0.006639047980346683}};walking;900;Sport / Stroll;combined_features_dem;;
4381;317898.0;0.597;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 49  46]
 [661 997]]";False;{'Feature': {0: 'acc_transportation'}, 'Importance_Mean': {0: 0.012207644038790615}, 'Importance_Std': {0: 0.005567084038222865}};walking;900;Sport / Stroll;only_accessibility;;
1095;80451.0;0.596;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 30  33]
 [144 231]]";False;{'Feature': {0: 'dem_income', 1: 'dem_household_size'}, 'Importance_Mean': {0: 0.04155251141552516, 1: 0.03272450532724509}, 'Importance_Std': {0: 0.016583579723593495, 1: 0.021909350642857324}};walking;1200;Leisure;combined_features_dem;;
1095;80451.0;0.596;True;True;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 31  32]
 [145 230]]";False;{'Feature': {0: 'dem_income', 1: 'des_betweenness'}, 'Importance_Mean': {0: 0.0679604261796043, 1: 0.05806697108066975}, 'Importance_Std': {0: 0.0191534535390807, 1: 0.01703103850542644}};walking;1200;Leisure;combined_features_all;;
3331;245514.0;0.595;True;True;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 35  16]
 [524 758]]";False;{'Feature': {4: 'den_less_walkable', 9: 'des_building_age', 8: 'des_betweenness', 12: 'div_walkable', 6: 'den_perc_unbuilt', 2: 'acc_transportation', 5: 'den_perc_housing_sfr', 10: 'des_mean_degree', 1: 'acc_green_areas', 11: 'div_unpaired', 7: 'den_urban_form', 0: 'acc_general', 3: 'den_land_use_walkable'}, 'Importance_Mean': {4: 0.008352088022005554, 9: 0.004951237809452399, 8: 0.0025506376594148857, 12: 0.0014003500875219177, 6: -0.0029257314328581807, 2: -0.004126031507876934, 5: -0.009402350587646857, 10: -0.01047761940485118, 1: -0.01085271317829452, 11: -0.013853463365841423, 7: -0.01585396349087269, 0: -0.02030507626906723, 3: -0.030207551887971962}, 'Importance_Std': {4: 0.004747501234893411, 9: 0.008574482858052242, 8: 0.004840889963961503, 12: 0.003606799646332157, 6: 0.0032547536079456725, 2: 0.006803584826413005, 5: 0.0030914847632959454, 10: 0.004718766468773504, 1: 0.003794363938662808, 11: 0.003833712007349212, 7: 0.005300145659912246, 0: 0.004309209147994583, 3: 0.005304391249212943}};walking;600;Sport / Stroll;combined_features_be;;
3331;245514.0;0.594;True;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 36  15]
 [526 756]]";False;{'Feature': {4: 'acc_sport_other', 7: 'den_less_walkable', 5: 'acc_transportation', 1: 'acc_parks_L', 2: 'acc_parks_M', 12: 'des_betweenness', 16: 'div_walkable', 3: 'acc_parks_S', 8: 'den_perc_housing_sfr', 15: 'div_unpaired', 11: 'den_urban_form', 14: 'des_mean_degree', 0: 'acc_general', 9: 'den_perc_sport_other', 10: 'den_perc_unbuilt', 6: 'den_land_use_walkable', 13: 'des_building_age'}, 'Importance_Mean': {4: 0.012253063265816504, 7: 0.002700675168792255, 5: 0.0002500625156289497, 1: 0.0, 2: -0.001575393848462096, 12: -0.0016254063515878548, 16: -0.0023255813953488042, 3: -0.004151037759439828, 8: -0.005151287821955441, 15: -0.005176294073518332, 11: -0.006151537884471081, 14: -0.007101775443860907, 0: -0.007976994248562085, 9: -0.008427106776694112, 10: -0.008852213053263247, 6: -0.013303325831457817, 13: -0.017254313578394558}, 'Importance_Std': {4: 0.004218577614109807, 7: 0.0027228122208184636, 5: 0.0032023627093937927, 1: 0.0, 2: 0.001647568533136203, 12: 0.003988869457042969, 16: 0.003070885797354564, 3: 0.0020474608142494184, 8: 0.003987223091371776, 15: 0.00348843931348193, 11: 0.00418315052089551, 14: 0.004153146184951568, 0: 0.003672515192747319, 9: 0.0028181723778709215, 10: 0.0017040985283721618, 6: 0.0043825908262957345, 13: 0.007965187891306033}};walking;600;Sport / Stroll;purpose_combined_features_be;;
13481;1001820.0;0.592;True;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 347  145]
 [2053 2848]]";False;{'Feature': {1: 'den_pop_total', 0: 'den_perc_housing_sfr'}, 'Importance_Mean': {1: 0.03725199332468018, 0: 0.027208109277458484}, 'Importance_Std': {1: 0.004738424110185371, 0: 0.004516659245626562}};walking;600;all;only_density;;
